bio1,bio12,tconmean,lenferr,lenroadr,urbr,popdi,numazr,redre,coorx,coory,fnat,frob,nocom,noreg,areagis_ha,popde,shdi
11.8,1123,20.1,0,1.76244012,0.056074766,0.013861386,1.05,14342,531076,5073030,0,0.134875693,Garlate,Lombardia,330.2285725,1229,1.496787865
12.26666667,1060.666667,20.63333333,0,2.824162719,0.047770701,0.016614746,5.57,14708,534672,5061605,0,0.137064716,Imbersago,Lombardia,314.4508498,670,1.147402142
12.275,1069,20.7,0,2.790838957,0.265306122,0.049410029,5.79,13787,528821,5057431,0,0.063370385,Lomagna,Lombardia,391.3529453,1060,0.950653681
12.125,1078.5,20.525,0.062875544,2.27498934,0.203252033,0.055476731,4.97,15255,532545,5061074,0,0.011515447,Merate,Lombardia,1106.342984,1297,1.280394869
12.1,1091,20.6,0,1.97861089,0.305410122,0.046427579,3.52,12636,526895,5060926,0,0.106173333,Missaglia,Lombardia,1151.886573,681,1.292346659
12,1143,20.2,0.941218851,4.688718931,0.222570533,0.017453135,2.35,12289,523487,5069847,0,0.021927997,Molteno,Lombardia,311.9328452,1005,1.103139346
11.45,1095,20.15,0.509652165,1.873106706,0.026229508,0.029622063,2.36,12135,535326,5068594,0,0.0330565,Monte Marenzo,Lombardia,305.8400164,660,1.323755015
11.925,1099.25,20.425,0,1.865199513,0.255067568,0.251215559,3,16668,529011,5061305,0.14,0.160122773,Montevecchia,Lombardia,579.9287329,418,0.905342016
11.86666667,1130.333333,20.36666667,0,2.702179848,0.004301075,0.057627929,2.89,12807,524071,5062207,0,0.016126932,Monticello Brianza,Lombardia,460.715127,899,0.930705672
12,1149.666667,20.2,0,4.162180688,0.558659218,0.182674772,3.45,11606,520473,5066331,0,0.049637114,Nibionno,Lombardia,351.3474058,953,1.208347366
11.75,1145.25,20.075,0.583701505,3.057897548,0.379746835,0.015954774,3.61,13518,526821,5070946,0,0.039622997,Oggiono,Lombardia,795.7531944,1037,1.868189729
11.8,1103,20.3,0.585609168,2.420761321,0.206896552,0.068114683,2.19,12768,531059,5064171,0.14,0.047722465,Olgiate Molgora,Lombardia,709.0950971,805,1.148729616
11.425,1116,20,0.360088673,2.376396926,0.069708492,0.017326363,1.99,12347,532022,5070459,0.12,0.077696115,Olginate,Lombardia,800.0363265,878,1.787027744
12.23333333,1072.333333,20.66666667,1.016705416,2.393302366,0.002262443,0.011934818,8.22,14449,530175,5058268,0,0.039634146,Osnago,Lombardia,449.3576685,1031,1.283688445
12.33333333,1045.333333,20.73333333,0.660959695,1.881345494,0.170391061,0.035305048,3.99,12788,535342,5058026,0,0.145551502,Paderno d'Adda,Lombardia,356.3024138,1037,1.182786813
11.7,1138,20.3,0,3.087116245,0.558659218,0.016542597,2.63,13770,524312,5064199,0,0.004641525,Barzanò,Lombardia,361.9525285,1368,1.077137648
8.775,827.5,19.95,0,1.12424644,0.001664724,0.293421415,5.64,10535,672078,5062673,0.55,0.000450552,Recoaro Terme,Veneto,6014.836047,120,1.375546869
12.7,964,20.9,0,2.550052608,0.332712022,0.056713629,3.42,10213,714908,5074394,0.15,0.015222839,Romano d'Ezzelino,Veneto,2134.946533,668,1.674774599
13.3,945,21,0.264830728,3.203119691,0.010259505,0.081072588,4.16,11684,693528,5041971,0.06,0.019200641,Altavilla Vicentina,Veneto,1672.340695,641,1.722769155
10.4,863,20.7,0,1.470512768,0.006,0.327441449,4.76,9171,675170,5053737,0.4,0.038644845,Altissimo,Veneto,1508.606666,153,1.350715135
13.05,927.5,20.95,0,1.819740848,0.368763557,0.342255125,3.93,11594,698073,5039191,0.33,0.039823711,Arcugnano,Veneto,4156.822667,181,1.411473928
13.1,875,20.98,0,1.893723172,0.00310559,0.1071875,2.33,10403,682907,5035743,0,0.049789945,Gambellara,Veneto,1299.660622,256,1.50656229
12.7,938,21.05,0,1.850444568,0.044080605,0.652724968,4.48,9492,690262,5050629,0,0.001207502,Gambugliano,Veneto,795.0264181,101,1.27003934
12.6,901,21,0,1.358147559,0.039087948,0.538946163,3.62,9681,692445,5032963,0.36,0.014043172,Grancona,Veneto,1236.904519,144,1.284078573
6.85,800.75,18.975,0,1.373077243,0.051033427,0.068627451,14.69,8797,689629,5083860,0.16,0,Roana,Veneto,7812.569659,51,1.310721612
7.9,818.3333333,19.43333333,0,1.49557123,0.009468318,0.10169997,7.66,10167,679328,5078786,0.42,0.004473949,Arsiero,Veneto,4139.520338,83,1.332263712
12.65,897,21.05,0,2.620290029,0.002337131,0.092527615,2.99,13464,682581,5044000,0,0.117735491,Arzignano,Veneto,3419.022974,723,1.66585201
5.245454545,811.1818182,17.73636364,0,0.956379318,0.006135346,0.164848671,21.18,9681,694369,5089235,0.19,0,Asiago,Veneto,16293.34503,41,1.419203008
12.8,951.5,21.1,0,1.982971154,0.083963691,0.216828479,4.86,10255,691121,5054722,0.04,0.028433961,Isola Vicentina,Veneto,2647.892462,320,1.34239538
5.25,780.5,17.7,0,1.171723155,0.005305978,0,22.07,9701,685487,5085701,0.15,0,Rotzo,Veneto,2825.046008,21,1.201179968
11.675,936.25,21.025,0,1.714195931,0.011437908,0.518950437,3.37,9317,699923,5070577,0,0.074689339,Salcedo,Veneto,611.6043124,171,0.903865528
11.55,870.5,20.9,0,1.185609981,0.019747235,0.44917161,2.18,8376,674643,5043874,0,0.069613003,San Giovanni Ilarione,Veneto,2540.327631,200,1.348210297
9.7,848,20.6,0,0.546088957,0.180018002,0.609375,20.1,9566,674852,5078087,0.36,0,Laghi,Veneto,2223.699918,6,1.218864989
7.45,799,19.35,0,0.687520903,0.00266099,0.312757202,17.55,9141,677149,5084945,0.21,0,Lastebasse,Veneto,1879.702408,13,1.429233011
13.2,970,21,0,1.800826149,0.000357654,0.179782389,5.37,10906,703171,5059146,0,0,Sandrigo,Veneto,2799.095041,291,0.568512219
12.9,887,21,0,1.37780649,0.012919897,0.507748405,5.15,9629,693821,5029044,0.2,0.003127605,San Germano dei Berici,Veneto,1547.511336,75,1.280410165
10.1,904,20.5,0.558954934,0.839835297,0.020284851,0.087297146,3.42,9775,709406,5083053,0.29,0.000493216,San Nazario,Veneto,2311.357051,79,1.421738813
12.93333333,890.6666667,20.86666667,0,1.885538637,0.044132918,0.244567964,5.23,9205,700184,5031012,0.16,0.014759939,Barbarano Vicentino,Veneto,1945.13493,219,1.566459869
13.3,965,21.1,0.22841184,2.164473902,0.054609218,0.189734189,5.77,9872,704253,5052734,0,0.000418416,Bolzano Vicentino,Veneto,1983.666849,299,0.379720202
13.3,925,20.8,0,1.579202488,0.050660793,0.325903727,5.93,10460,703745,5038651,0.18,0.013664645,Longare,Veneto,2277.41065,244,1.436914902
13.4,862,21,0.080668928,1.809257965,0.06763872,0.176722599,6.53,10976,686571,5028529,0,0.012517073,Lonigo,Veneto,4942.047815,304,1.44170919
13,966,21.1,0.034231131,1.653987104,0.010909091,0.326787117,3.09,11022,696416,5063930,0,0.015065546,Sarcedo,Veneto,1385.284331,385,1.706641474
13.05,885.5,21,0,1.766722987,0.000837872,0.211936006,5.01,10257,688903,5032616,0,0.027606041,Sarego,Veneto,2392.227687,245,1.7104299
13.1,965,21,0,1.629349742,0.052675585,0.263429308,5.95,9326,706184,5062467,0,0,Schiavon,Veneto,1200.193826,204,0.244090356
11.53333333,936.6666667,20.83333333,0.292780309,2.651334665,0.002137209,0.042419482,3.35,12412,710486,5072490,0.17,0.0073563,Bassano del Grappa,Veneto,4706.17288,892,1.902682634
12.83333333,964,21.1,0,2.204588321,0.12391005,0.254129606,2.68,10069,700810,5063790,0,0.013556487,Breganze,Veneto,2176.08443,382,1.313723175
6.5,803,18.7,0,1.832732404,0.149590164,0.316482926,8.1,10326,696591,5071929,0.13,0.046024444,Lugo di Vicenza,Veneto,1456.396723,258,1.59893557
9,863,20.1,0,1.962657075,0.000291375,0.246726396,7.77,8610,699461,5075337,0.24,0.0069982,Lusiana,Veneto,3433.738067,85,1.495544597
10.825,867.75,20.775,0,2.137766549,0.119904077,0.059100067,1.78,11141,675625,5050779,0,0.066113288,San Pietro Mussolino,Veneto,410.8057025,379,1.042515998
12.2,927,21.2,0,2.429523568,0.326530612,0.096168437,2.82,11634,686352,5067758,0.25,0.024612939,Santorso,Veneto,1320.847474,420,1.522690311
12.7,940,21.2,0,2.025216877,0.163934426,0.110914454,2.74,11739,684800,5061455,0,0.091195482,San Vito di Leguzzano,Veneto,612.6355919,598,1.67831544
13.03333333,910,21,0.062405535,1.93751229,0.303727201,0.202220077,3.44,11633,691781,5037561,0.12,0.025336853,Brendola,Veneto,2556.747542,256,1.854819018
11.81428571,900.4285714,20.95714286,0,1.531268379,0,0.294858699,4.78,10350,681953,5051220,0.09,0.08606264,Brogliano,Veneto,1215.507454,264,1.768504476
13.1,952,21.2,0,2.133417285,0.145758271,0.114406435,3.71,11091,688819,5058836,0.1,0.00320033,Malo,Veneto,3052.810695,433,1.321539975
12.9,950,21.2,0.204605155,3.150535009,0.255905512,0.059466156,3.15,11575,689455,5062941,0,0.001076587,Marano Vicentino,Veneto,1272.541262,727,0.821291485
13.3,977,21.1,0,1.570124292,0.156543519,0.060102807,3.35,11351,695929,5053939,0,0.002247474,Caldogno,Veneto,1588.446171,664,0.541968331
8.45,847,19.65,0,1.388410775,0.970445523,0.058546169,5.27,10058,692274,5073701,0.33,0.004878672,Caltrano,Veneto,2271.113534,117,1.667237073
11,911,20.9,0,2.360021753,0.012131716,0.192307692,3.06,10124,695136,5073165,0.4,0.02947996,Calvene,Veneto,1147.223716,114,1.629389972
11.3,930.5,20.9,0,2.004548386,0.009830694,0.2373132,2.72,11176,705901,5070566,0.08,0.065791743,Marostica,Veneto,3652.88921,363,1.372410982
12.95,965.75,21.1,0,2.413102052,0.011666667,0.320127796,2.8,10124,703795,5065405,0,0.010336955,Mason Vicentino,Veneto,1195.714825,280,0.862708357
12.7,964,21.2,0,2.665713126,0.377867746,0.461253092,1.99,11007,702987,5068248,0,0.0468475,Molvena,Veneto,744.3253264,345,0.758331585
9.66,891,20.36,0,0.371663704,0.202688728,0,13.77,9286,708082,5078214,0.22,0,Campolongo sul Brenta,Veneto,965.2272881,87,0.486774405
11.8,929.6666667,21.06666667,0,1.913175008,0.03207331,0.163552833,4.34,11098,691761,5068594,0,0.078190619,Carrè,Veneto,873.8871004,390,1.469429307
13.1,885.5,21,0.328321916,3.282626066,0.300513299,0.190781494,3.96,11574,686215,5036810,0,0.055845813,Montebello Vicentino,Veneto,2147.521574,282,1.874774004
13.05,912,21,0.071530462,3.023758602,0.077274209,0.0961018,4.1,11858,688061,5042784,0.03,0.019754356,Montecchio Maggiore,Veneto,3054.007836,731,1.73601239
13.1,969.75,21.1,0.316532343,2.102501218,0.074616457,0.245944192,3.83,10792,698075,5060223,0,0.016615466,Montecchio Precalcino,Veneto,1442.028538,336,1.534199587
13.5,908,20.9,0,1.450330342,0.049913941,0.184991974,3.97,10278,703619,5034841,0.17,0.00324435,Castegnero,Veneto,1162.021603,230,1.264747094
11.75,908.5,21,0,1.248045413,0.300336984,0.49800363,4.74,10049,684321,5057836,0.33,0.044108049,Monte di Malo,Veneto,2374.850662,122,1.33698335
12.65,926.5,21.05,0,1.594217915,0.09837963,0.231667275,5.15,10600,687449,5050788,0.17,0.001858128,Castelgomberto,Veneto,1743.692127,338,1.776118395
11.6,878,20.9,0,1.336049498,0.235761589,0.164320408,2.21,11031,677739,5046293,0,0.115461865,Chiampo,Veneto,2260.403318,555,1.161928278
11.15,909,20.95,0,3.49823596,0.414686825,0.048847206,4.39,12067,692286,5070353,0.2,0.144734886,Chiuppano,Veneto,470.9275031,568,1.344549449
13.2,959,21.1,0,1.843164622,0.021428571,0.369223206,4.44,13910,692795,5048204,0,0.014374593,Monteviale,Veneto,843.8536896,249,1.469541826
8.133333333,863.3333333,19.7,0.488387399,1.405637431,0.015859285,0.120982987,37.73,8774,713164,5087705,0.38,0.005248439,Cismon del Grappa,Veneto,3479.13278,31,1.692310602
9.3,855.3333333,20.16666667,0,1.062953813,0.044186689,0.082282282,5.65,10791,687399,5075640,0.2,0.007979744,Cogollo del Cengio,Veneto,3621.665041,95,1.58850542
12.78333333,898.3333333,21.01666667,0,2.52516515,0.974025974,0.352137351,2.81,11531,684110,5040253,0,0.069416651,Montorso Vicentino,Veneto,929.455474,322,1.66488046
13.05,894.6666667,20.85,0,1.637585225,1,0.628742515,4.19,8937,701403,5032322,0.15,0.024653708,Mossano,Veneto,1403.436259,122,1.162273832
12.7,966,20.8,0,1.73166581,0.162760417,0.248386613,2.5,10501,718342,5072417,0,0.011470565,Mussolente,Veneto,1543.080672,469,1.101591189
7.95,840.5,19.75,0,1.820121057,0.049927114,0.307519136,9.08,8763,703708,5076238,0.15,5.21341E-05,Conco,Veneto,2685.378902,82,1.557034571
12.1,910,21.1,0,1.527263118,0.238095238,0.202536438,3.54,11086,683145,5054063,0.14,0.057610601,Cornedo Vicentino,Veneto,2355.992983,486,1.585055241
12.5,904,20.9,0,1.690489766,0.013783598,0.308823529,4.5,9721,702702,5033446,0.21,0.003790729,Nanto,Veneto,1435.083775,179,1.12194058
11.3,881,20.9,0,2.062207448,0.002214839,0.8,3.36,10032,678720,5049115,0.12,0.170048277,Nogarole Vicentino,Veneto,909.3311622,117,0.749664233
13.06666667,958.5,21.1,0,1.542691431,0,0.13281799,4.62,12687,693743,5051203,0,6.85349E-05,Costabissara,Veneto,1313.203129,457,0.887999687
13.24,946,21.06,0,3.346220761,0.228464419,0.082239049,3.4,12208,692838,5045628,0,0.010248373,Creazzo,Veneto,1052.845843,1015,1.744410774
7.766666667,809.3333333,19.33333333,0,1.321262443,0.252240292,0.603953647,9.57,8784,670592,5057187,0.38,0.001721769,Crespadoro,Veneto,3020.149854,53,1.505665005
13.4,865,21.1,0.058687398,1.878823775,0.002762431,0.23767834,4.95,10072,693201,5024186,0.05,0.01768375,Orgiano,Veneto,1808.442992,177,1.510645998
9.2,839,20.3,0,0.558700947,0.019638649,0.242168675,4.33,8765,680746,5086820,0.36,0,Pedemonte,Veneto,1259.202296,63,0.737028775
12.9,966,21.1,0,2.047009182,0.080645161,0.277537797,2.17,11305,705134,5067836,0,0.02074251,Pianezze,Veneto,502.3457289,391,1.150049412
10.9,867,20.8,0,1.370082343,0.035520267,0.469395562,3.17,8196,672857,5050136,0.12,0.073310727,Vestenanova,Veneto,2418.19994,112,1.169283693
13.2,973,21.1,0.35471589,2.741717901,0.447538538,0.075403812,3.64,11062,699135,5055970,0,0.001879107,Dueville,Veneto,2000.948244,675,0.767348269
6.75,825.5,19.05,0,0.997140004,0.001509434,0.304412494,26.51,7799,706068,5090831,0.28,0,Enego,Veneto,5260.321576,37,1.673930452
11.675,917.75,21.1,0,2.952023119,0.047177108,0.032500324,3.2,10957,688507,5069884,0.42,0.027567505,Piovene Rocchette,Veneto,1290.647353,621,1.153490781
8.75,827.5,20.05,0,0.893140122,0.002073255,0.570839065,5.1,9291,675228,5073936,0.56,0,Posina,Veneto,4363.539545,16,0.936779787
12.06666667,944,21.06666667,0,1.943358438,0.085245902,0.497637795,2.59,9421,699151,5067862,0,0.078472204,Fara Vicentino,Veneto,1517.478529,256,1.175648402
6.6,822,18.86666667,0,1.15820409,0.000851064,0.624829468,11.46,7499,703904,5086960,0.16,0,Foza,Veneto,3520.886525,21,1.672080203
5.75,807,18.2,0,1.066453155,0.005877414,0.195205479,16.91,7859,698889,5086566,0.21,0,Gallio,Veneto,4786.649152,50,1.660764242
9.4,895,19.975,0.221825831,1.967219833,0.050813008,0.012649332,5.35,11257,712672,5078819,0.25,0.008505579,Pove del Grappa,Veneto,984.0589163,304,2.147589211
12.5,878,21,0,1.715224433,0,0.379025111,1.91,8783,679682,5039369,0.06,0.08553875,Roncà,Veneto,1814.850374,191,1.190255423
13.5,865,20.8,0,0.949944681,0.258016032,0.437374749,7.79,8386,703379,5026133,0,0.045411814,Albettone,Veneto,2021.057664,103,0.771361398
13.3,864,21,0,1.306180856,0.021120294,0.710250202,4.41,10926,690520,5026088,0,0.022987474,Alonte,Veneto,1114.515507,132,1.212738272
13,900,21,0,2.897089354,0.01010101,0.088330632,1.61,11481,685587,5038632,0,0.081894375,Zermeghedo,Veneto,297.0919687,457,1.516569857
12.36666667,905.3333333,20.93333333,0,1.217992806,0.003303965,0.668591224,2.5,8683,695085,5034633,0.5,0.004444887,Zovencedo,Veneto,904.4129574,95,0.739947475
12.5,953,21.2,0,2.077074752,0.029069767,0.14871878,3.98,10777,694678,5067140,0,0.053182424,Zugliano,Veneto,1373.00793,463,1.714585129
4.5,903,18.3,0,0.681219439,0.069286016,0.092034571,10.33,15731,734682,5132224,0.33,0,Agordo,Veneto,2374.248456,178,1.584414516
6.9,881.5,19.7,0,0.687990638,0.026933102,0.106962664,4.86,10523,729501,5127290,0.33,0,Voltago Agordino,Veneto,2346.935988,42,1.632689897
12.15,980.5,20.75,0,0.949472094,0.000768935,0.336359884,2.71,10356,730220,5076201,0.29,0.073756764,Maser,Veneto,2585.39161,187,1.362153449
9.65,927.25,20.325,0.063398649,0.540427111,0.028257888,0.059862964,8.81,9501,723841,5087864,0.54,0.026291723,Alano di Piave,Veneto,3652.103147,79,1.009254452
6.571428571,946,19.45714286,0.081791932,0.516602133,0.006867866,0.046094129,7.89,9868,750185,5128021,0.41,0.000771284,Longarone,Veneto,10398.23811,40,1.860879113
10.35,993,20.35,0,1.26719904,0.161707633,0.042447307,1.82,9153,739116,5092268,0.66,0.042566281,Miane,Veneto,3088.361549,118,1.353882836
9.68,898,20.56,0,1.068449335,0.018165025,0.128652887,17.58,8818,712496,5095200,0.45,0.02674132,Arsiè,Veneto,6476.123713,42,1.679500637
9.75,979,20.4,0,0.87803571,0.008982734,0.231113956,6.53,9990,739136,5101545,0.35,0.006913193,Mel,Veneto,8624.0905,74,1.484216144
12.63333333,969.3333333,20.8,0,1.550246996,0.198895028,0.317554241,2.86,10602,726188,5074709,0,0.06646877,Asolo,Veneto,2536.675739,339,1.305838404
9.966666667,914.6666667,20.16666667,0,1.674728145,0.152424242,0.132117528,6.73,9418,716158,5079121,0.27,0.003343493,Borso del Grappa,Veneto,3313.900198,158,2.055053034
9.1,903,20.4,0,1.39861724,0.120433561,0.180077502,8.21,10567,721058,5102874,0.65,0.016367794,Pedavena,Veneto,2505.529824,178,1.865156476
6.6,974,19.4,0,1.092934893,0.207225089,0.049802761,9.38,10390,759489,5119395,0.48,0.003048878,Pieve d'Alpago,Veneto,2502.560813,80,2.033837528
12.6,973,20.7,0,1.827739704,0.134822167,0.114131208,1.94,10441,732988,5074258,0,0.016313025,Caerano di San Marco,Veneto,1208.848172,600,0.702558261
12.4,1166,20.2,0,1.40393829,0.061994609,0.109927471,2.16,10839,759398,5097039,0,0.034358063,Cappella Maggiore,Veneto,1108.914221,404,1.311838787
12.6,979.5,20.65,0.448013363,1.987750739,0.408329931,0.130324267,2.79,11885,736561,5073131,0,0.090598556,Montebelluna,Veneto,4900.627391,597,1.080194844
12.5,1019,20.6,0,1.423672828,0.00143472,0.089836315,3.02,9269,740151,5083319,0,0.001802679,Moriago della Battaglia,Veneto,1375.732875,199,1.438166739
8.53,1004.3,19.89,0.146923147,1.1819901,0.040288063,0.096690442,11.55,13564,748631,5114708,0.3,0.027589795,Belluno,Veneto,14722.10931,242,2.095344708
12.65,1028.5,20.35,0.266702744,1.779115684,0,0.372162934,3.44,10433,748293,5079017,0,0.183465961,Nervesa della Battaglia,Veneto,3497.268458,195,1.534149163
8.7,1009,20.3,0.155442393,0.856401381,0.329787234,0.03962704,25.41,9658,754237,5131355,0.7,0.000555002,Castellavazzo,Veneto,1837.827199,92,1.203004732
9.35,1044.75,20.225,0.34077019,1.709157915,0.01845464,0.100088462,7.58,11127,754243,5117821,0.31,0.030798074,Ponte nelle Alpi,Veneto,5814.002112,141,1.975756696
9.85,1088.5,20.3,0,1.117676473,0.28922632,0.045590115,6.19,10320,759799,5114775,0.53,7.13455E-05,Puos d'Alpago,Veneto,1401.626489,171,1.615312519
11.78,966.8,20.8,0,1.095147134,0.091012514,0.328701229,3.64,9120,724564,5079259,0,0.233290869,Castelcucco,Veneto,879.1615999,236,1.400738201
9.15,887,20,0.241993176,1.294128736,0.018999367,0.104036384,6.41,10164,711304,5080355,0.46,0.000455353,Solagna,Veneto,1581.186037,117,1.825735318
7.933333333,923.3333333,19.65,0.051741978,0.536335012,0.010710808,0.3082762,15.59,9643,728640,5110806,0.3,0.003311028,Cesiomaggiore,Veneto,8208.928691,50,2.14673496
9.728571429,929.4285714,20.4,0.35783244,1.08193929,0.012035398,0.174740484,5.43,9424,724888,5092156,0.37,0.024180403,Quero,Veneto,2822.120492,87,1.137178683
5.7,879.5,19,0,0.70855207,0.00344679,0.239825581,5.65,10796,734265,5125383,0.62,0,Rivamonte Agordino,Veneto,2330.398217,29,1.426951422
11.7,973,20.8,0,1.396657529,0.321729958,0.376074766,3.11,9639,725572,5083158,0.29,0.199768091,Cavaso del Tomba,Veneto,1897.299535,154,1.604572266
10.46,876.2,20.58,0.125991874,2.67525187,0.108890215,0.069810918,4.66,13155,682809,5066306,0.35,0.05513708,Schio,Veneto,6620.594982,576,1.881505069
7.55,929,19.5,0,0.880057754,0.686015831,0.595997498,5.48,10014,734045,5112006,0.42,0.027398837,San Gregorio nelle Alpi,Veneto,1911.760901,85,1.947898163
13.5,866.5,21,0,2.069047163,0.071564885,0.247335271,5.12,8866,697095,5025100,0.09,0.006077282,Sossano,Veneto,2089.754275,203,1.086433088
13.15,936.5,21.1,0,2.806251844,0.197963081,0.214772132,4.15,12146,689893,5045710,0,0.038540616,Sovizzo,Veneto,1566.142395,380,1.538761044
11.4,1015.5,20.8,0.253302189,1.173276984,0.181260457,0.182638457,5.05,10318,734446,5108823,0.14,0.01308061,Santa Giustina,Veneto,3592.336852,182,2.132927883
10.7,1031.5,20.45,0,1.280476574,0.062608696,0.130434783,3.2,9281,745296,5096231,0.54,0.015215882,Cison di Valmarino,Veneto,2881.202921,91,1.578682075
12.7,1147,20.1,0,2.244992802,0.040560472,0.281933508,3.56,11000,759564,5093195,0,0.004757101,Colle Umberto,Veneto,1357.972636,361,1.100391255
12.9,959,21.2,0.564208093,4.462370501,0.478546189,0.044763312,4.38,12283,693434,5062696,0,0.000720699,Thiene,Veneto,1970.310098,1092,1.550165803
9.4,848,20.4,0,1.909619062,0.070383275,0.754442649,2.32,9373,681003,5080702,0.2,0,Tonezza del Cimone,Veneto,1394.072512,42,1.734736092
10.05714286,863.2857143,20.54285714,0,1.622900315,0.001427212,0.194667641,2.81,11061,678680,5065237,0.3,0.066230466,Torrebelvicino,Veneto,2073.97225,275,0.855547037
12.6,1106.666667,20.23333333,0.477266031,2.596138709,0.297825489,0.056467236,3.85,13829,755475,5088140,0,0.068187251,Conegliano,Veneto,3639.83141,981,1.470415437
12.6,912,21,0,2.086356401,0.000913242,0.205414421,5.38,11334,683209,5048578,0.05,0.064862846,Trissino,Veneto,2195.710416,373,1.71645605
7.9,1010.333333,19.7,0.073175339,0.947412047,0.00533851,0.086940437,13.83,9195,760114,5110438,0.33,0.000467325,Farra d'Alpago,Veneto,4129.887753,68,1.914310381
12.8,1169,20,0.064393521,1.694832011,0.152905199,0.149670537,3.05,9769,764888,5094629,0.07,0.012111261,Cordignano,Veneto,2624.831968,263,1.428931254
12.25,991,20.7,0.117647278,1.177431027,0.002423263,0.081326353,2.25,11160,732681,5079772,0.08,0.07342867,Cornuda,Veneto,1251.01444,488,1.333483315
11.1,883,20.96666667,0,1.990104459,0.125,0.105762512,4.88,12611,678023,5057364,0.26,0.03947371,Valdagno,Veneto,5021.573252,548,1.323875844
9.142857143,944.1428571,19.91428571,0.169300261,1.157120042,0.064314115,0.115956341,11.72,11579,725662,5102707,0.28,0.022184075,Feltre,Veneto,9978.775639,199,1.850867764
9.35,899,20.45,0,1.461060196,0.109130593,0.067955477,5.35,9418,717041,5098420,0.61,0.010301216,Fonzaso,Veneto,2761.810234,124,1.762461528
8.533333333,952.8333333,20.2,0.082208796,0.576747586,0.295275591,0.175267211,24.83,10787,741051,5119580,0.16,0.008728889,Sedico,Veneto,9120.294893,100,2.271454442
10,925.5,20.2,0,1.401084157,0.212765957,0.097504621,4.43,9616,719478,5079923,0.17,0.081802358,Crespano del Grappa,Veneto,1781.001579,252,1.862753709
12.25,994,20.6,0.082760329,1.315073182,0.027293404,0.164652303,2.49,10061,737706,5079592,0.04,0.186628426,Crocetta del Montello,Veneto,2656.826359,220,2.048854981
12.1,1028.333333,20.6,0,1.076819442,0.067352003,0.056893056,3.23,9250,741793,5087957,0.21,0.021139806,Farra di Soligo,Veneto,2833.986497,294,1.786680057
8.5,822,20,0,1.660535037,0.016863406,0.395945946,7.19,9499,683014,5083210,0.21,0,Valdastico,Veneto,2394.870252,62,1.185089246
8.8,834,19.98,0,1.613407667,0.000202799,0.536865713,3.01,10071,673354,5068821,0.67,0.001787422,Valli del Pasubio,Veneto,4934.484776,72,1.143580069
8.1,881.6666667,19.78333333,0,0.466151454,0.020028842,0.144227081,9.06,9774,719647,5092636,0.29,0.009450045,Seren del Grappa,Veneto,6252.877443,41,1.374091199
8.325,947,19.95,0,0.546263441,0.015613157,0.329470717,12.58,9900,736285,5117321,0.37,0.006767581,Sospirolo,Veneto,6585.810026,49,1.864819506
7,988.1666667,19.48333333,0,0.561061152,0.012890095,0.253554502,8.18,12321,757147,5122695,0.29,0,Soverzene,Veneto,1479.220744,28,1.552934506
10.2,998.5,20.2,0,1.298410877,0.248344371,0.051563357,2.28,9336,742315,5094853,0.64,0.010962818,Follina,Veneto,2408.144515,162,1.477889216
8.866666667,866.6666667,20.13333333,0,0.92240846,0.035377358,0.251148545,22.46,9639,705749,5082211,0.29,3.87432E-06,Valstagna,Veneto,2581.09754,78,1.281657195
10.05,870.5,20.75,0,0.939862013,0.005,0.280851064,6.44,10523,683375,5072793,0.27,0.020744975,Velo d'Astico,Veneto,2190.408989,109,1.430711562
5.533333333,879.3333333,18.66666667,0,0.552138056,0.092118731,0.412895928,6.63,9828,729432,5121788,0.45,0,Gosaldo,Veneto,4847.287118,17,1.823892042
8.3,868,20.15,0,0.908208619,0.000983478,0.258102534,60.54,8843,716771,5105729,0.4,0,Sovramonte,Veneto,5054.157876,33,1.538701258
12.55,968.5,20.85,0,1.188168731,0.36910458,0.194378536,2.58,9614,723241,5074351,0,0.084142306,Fonte,Veneto,1459.670473,392,0.969691958
8.9,1053,19.8,0,0.793351696,0.060676779,0.198838401,2.97,10131,760212,5102846,0.28,0.04406302,Fregona,Veneto,4272.290818,72,1.484494416
7.3,836,19.55,0,1.011538946,0.000183993,0.237983587,5.61,8570,710664,5104112,0.46,0.001777304,Lamon,Veneto,5435.202514,61,1.725672383
9.5,996.6666667,20.36666667,0,1.363764712,0.041077134,0.388394842,10.34,10578,745617,5104281,0.26,0.009116612,Trichiana,Veneto,4396.372667,104,1.89245567
12.45,1010,20.4,0.115436087,2.280668563,0.326469111,0.243168133,2.26,10572,746052,5076529,0,0.236520257,Giavera del Montello,Veneto,2018.774441,241,1.406044172
13.33333333,962.3333333,21,0.626989888,2.583668413,1,0.036857764,7.93,13749,699373,5046661,0,0.022237583,Vicenza,Veneto,8057.975231,1409,1.326731196
12.9,888,21,0,1.452701505,0.010775862,0.626681011,5.58,9906,697682,5029562,0.16,0.008133477,Villaga,Veneto,2322.497542,85,1.527657433
13.15,967.5,21.15,0.020790912,1.715788975,0.321678322,0.105585452,3.81,10232,694669,5058008,0,0.004281706,Villaverla,Veneto,1578.811622,370,1.085083424
4.825,925,18.375,0,0.517596335,0.111179614,0.154801325,7.79,9784,738699,5129933,0.49,0,La Valle Agordina,Veneto,4867.214354,25,2.003713845
